Cid,Title,County,CountyId,City,Address,Zip,CurrentUse,Owner,ServiceDates,ConstructionDate,Architect,Contractor,Style,SQFTAPPROX,Rthl_Text,Rthl,SAL_Text,Sal,NRDISTRICT,NRINDIV,Nr,HD_Eligible,Description,SubstantialMod,COVEXP,FEDGRANTPR,FEDGRANTYR,STGRANTPROJ,STGRANTAMT,STGRANTYR,HISTSTRURE,HSR_AUTHOR,MASTERPLAN,MP_AUTHOR,HABS,SERIAL_,POP1995EST,Easement,Easement_Executed,Easement_Expiration,Master_Plan,Architect_Firm,Bibliography,Construction_Docs,Interior_Images,Atlas_Number
2635,Somervell County Courthouse (1882),Somervell,213,Glen Rose,,,gone/burned ca. 1893,na,,1882,,,,,,False,,False,,,False,False,"two story, hipped roof structure with cupola",1876- walls laid for courthouse1882- courthouse completed1893- razed by fire,,,,,,,,,,,,0,,,,,False,,,,,4302002635
82,Somervell County Courthouse (1894),Somervell,213,"Glen Rose      ","107 N.E. Vernon, Glen Rose TX 76043",,"Active Courthouse ","County    ","1894-present ",1894,"John Cormack                                                                        ","John Carmachiel                                        ","Romanesque Revival                                          ",,"1963 ",True,"1981 ",True,,"1979 ",True,False,"Designed in the Romanesque Revival style and built with native limestone. The two-story structure is a typical rectilinear design. The east and west facades are divided into five-part compositions, while the north and south facades are broken into three parts. Limestone circular arches framing the doors, windows, water table and belt courses further embellish the rusticated stone of the building. A belt course and limestone dentils decorate the cornice area. The central portion of each facade is slightly projected and topped with a pediment that intersects the mansard roof. A clock tower completes the composition of the structure. ",Originally with wrought iron cresting on mansard roof and detailed sheet metal on clock tower; altered in 1975 with wooden shingles covering tower surfaces.1902-courthouse damaged by tornado,,,,,0,,,,,,"TX-3459      ",450,,,,,False,,,,,4302000082
83,Starr County Courthouse (1939),Starr,214,Rio Grande City,401 N. Britton Ave.,78582,"Active Courthouse ","County    ",,1939,"Stanley Bliss                                                                       ","H.H. Moeller; WPA                                      ","Moderne                                                     ",,,True,,False,,"no   ",False,False,"Designed in a Moderne style and clad in buff brick with limestone details. The three-story structure features limestone banding, a low-relief cornice, and a flat roof. It is symmetrical with a slightly projecting central block. The main entry is composed of tripartite squared openings with large windows featuring decorative metal grilles above.","Renovated in 1975, designed by Gene Hobart and constructed by F.H. Hernandez.                                                                                                                                                                                 ",,,,,,,,,,,,,,,,,,,"Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994",,,4302000083
2637,Starr County Courthouse (1854),Starr,214,Rio Grande City,"204 W. Water St. Rio Grande, TX 78582",,Warehouse,Private,1854-1886,1854,Francois LaBorde,Mifflin Kenedy,,0,,False,,False,1972,1972,True,False,"The Starr County Courthouse was constructed in 1856, originally designed as the Mifflin Kenedy Warehouse. In 1865, the former warehouse was designated as the first courthouse of Starr County. The two-story building is constructed of brick that has been painted a pale shade of green. The structure is surmounted by a hip roof. A wooden balcony extends along the entire length of the front facade. An exterior stair provides access to the second story. The building was used as a courthouse until 1885, when a new courthouse was constructed. ",First floor heavily modified for county jail; jail moved out in 19911865: former steamboat warehouse designated as the county courthouse.1885-1915: served as county's first school.1998: Ownership transferred to Rio Grande City for use as a municipal court. Partial rehab conducted,,,,,,,,,,,1934,0,,,,,False,,,plans HABS #TX-33-AB-2 1933 (Library of Congress),,4302002637
2638,Starr County Courthouse (1886),Starr,214,Rio Grande City,,,,,,1886,,,,,,False,,False,,,False,False,demolished so that current courthouse could be built on the site,,,,,,,,,,,,,0,,,,,False,,,,,4302002638
2640,Stephens County Courthouse (1876),Stephens,215,Breckenridge,,,,,,1876,,,,,,False,,False,,,False,False,,,,,,,,,,,,,,0,,,,,False,,,,,4302002640
2641,Stephens County Courthouse (1883),Stephens,215,Breckenridge,,,"gone/demolished 1927 ",na,,1883,James  Edward Flanders,,Italianate,,,False,,False,,,False,False,"Built on a cruciform plan, it was located on the corner of the public square.  Entrance pediment crowned by statue of Justice.  Constructed of red sandstone with corner cupolas. Front portal remains standing. Stone reused in 1st Assembly Of God church. ",,,,,,,,,,,,,0,,,,,False,,,,,4302002641
84,Stephens County Courthouse (1926),Stephens,215,"Breckenridge   ","200 W. Walker, Breackenridge TX 76424",,"Active Courthouse ","County    ",,1926,"David S. Castle                                                                     ","Walsh & Burney, San Antonio                            ","Renaissance Revival                                         ",50000,"1996 ",True,,True,,"no   ",True,False,"Designed in sophisticated Classical Revival styling and rendered in light gray limestone throughout. The symmetrical four-story building features a massive two-story row of ten engaged Corinthian columns, whose capitals feature lone stars and eagles. These support a fully detailed entablature, with a frieze displaying the words “JUSTICE, EQUITY AND PEACE ADMINISTERED ALIKE TO ALL PEOPLE.”",,,,,,0,,,,,,,456,,Easement,03/30/2010 00:00:00,perpetuity,True,,"The People's Architecture, Early Modernistic County Courthouses of the State of Texas, A Reflection on the Style of Art Deco, by Ronald Mark Clements, thesis, UT, 1994","commissioner's court minutes (THCPP MP - copy), plans DETAILS ONLY (THC - copy)",,4302000084
85,Sterling County Courthouse (1938),Sterling,216,"Sterling City  ",,,"Active Courthouse ","County    ",,1938,"David S. Castle                                                                     ","Templeton and Cannon;  WPA                             ","Moderne                                                     ",,,False,,False,,"no   ",False,False,"Designed in a Moderne style and finished in buff brick with smooth limestone details. It is a symmetrical building, with a three story central block stepping down to two-story wings at the sides. Moderne features include the curved metal awnings above entryways and low-relief carvings at the spandrels, string course, and coping stones. ",,,,,,0,,,,,,,459,,,,,False,,,,District / County Clerk's Office 1940 ABT (both offices held by same person) Milling Around Sterling County,4302000085
2643,Sterling County Courthouse (1891),Sterling,216,Sterling City,,,,,,1891,,,,,,False,,False,,,False,False,"two story frame building, $1800 total cost, became a hotel after construction of the 1905 Sterling County County Courthouse.",1905: converted to use as a hotel,,,,,,,,,,,,0,,,,,False,,"""F. E. and Oscar Ruffini, Texas Architects, 1877-1917"" dissertation in history by Susan Jean Dickey, Texas Tech University, 1993.",,Commissioner's Courtroom 1893 Milling Around Sterling County,4302002643
2644,Sterling County Courthouse (1905),Sterling,216,Sterling City,,,,,,1905,,,,,,False,,False,,,False,False,two story stone structure; similar to J. R. Gordon designs,1938: demolished,,,,,,,,,,,,0,,,,,False,,Helpful Hints on Titles and Tags,,County Judge's Office 1938 Milling Around Sterling County,4302002644
2649,Stonewall County Courthouse (1911),Stonewall,217,Aspermont,,,Demolished,,,1911,,,,,,False,,False,,,False,False,"3 1/2 story dark brick structure with limestone water table and heavily detailed flat arch lintels with exagerrated keystones on first floor windows, heavy stone smooth cut cornice..  Horizontal brick banding on first floor.  Steel casement windows.",,,,,,,,,,,,,,,,,,,,,,,4302002649
2650,Stonewall County Courthouse (1983),Stonewall,217,Aspermont,"128 Town Square Lane, Aspermont TX 79502",,Active Courthouse,County,,1983,Mills-Davis,,Modern Style,0,,False,,False,,,False,False,"Designed in a late-twentieth century Modern style and finished in tan brick with stone tile details. The symmetrical one-story building features a dramatic arched-vault entryway set in a central block detailed with brick banding and fronted with unusual, angled planters. The flanking wings are topped with a stylized light-stone tile cornice.",,,,,,,,,,,,,0,,,,,False,,,,,4302002650
18,Stonewall County Courthouse (1891),Stonewall,217,"Rayner         ",,,"Residence         ","Private   ",,1891,"Martin, Byrne & Johnson (William Martin, David C. Byrne & John S. Johnson)","Elmer George Withers                                   ","Second Empire                                               ",0,,False,,False,,,False,False,Known as 'Baldwin House.' Constructed of native stone 2004 Update: the building is said by locals to be deteriorating and vacant. It is in unknown private ownership and may have been forecclosed oo The cupola has been removed.,,,,,,0,,,,,,,462,,,,,False,,The People's Architecture,,,4302000018
86,Sutton County Courthouse (1891),Sutton,218,"Sonora         ","300 E. Oak St. Sonora, TX 76950",,"Active Courthouse ","County    ","1891-present ",1891,"Oscar Ruffini                                                                       ",,"Second Empire                                               ",,"1982 ",True,"1981 ",True,,"1978 ",True,False,"Designed in a Second Empire-style and constructed with cream-colored ashlar masonry. The two-story structure features cut stone quoins and a cut stone stringcourse that separates the two floors and forms a base for the tall narrow window openings. A wide metal cornice is carried on ornamental brackets. Above the cornice rests the mansard roof, rising in three sections and featuring framed circular dormers and metal trim that contrasts with the cornice. Mansard pavilions with wrought iron cresting accent the entry bays. At each elevation the entrances are further emphasized by a triangular pediment. ",,,,,,0,,,,,,"TX-3460      ",463,,Easement,08/30/2000 00:00:00,perpetuity,True,,"The People's Architecture, Helpful Hints on Titles and Tags","plans (THCPP MP - copy of originals at the Texas State Library & Archives), 1st & 2nd floor plans in The People's Architecture pg. 115 (1891 ABT), specifications (UT Alexander Archives)","Judge's Office 1910 ABT Sutton County History, Office 1920 ABT Sutton County History, Tax  / Sheriff Office (1970 ca.) Helpful Hints on Titles and Tags ",4302000086
2651,Swisher County Courthouse (1890),Swisher,219,Tulia,,,,,,1890,,,,,,False,,False,,,False,False,Two story wood frame building. abandoned 1909?,"abandoned for the new courthouse in 1909, may still be standing.",,,,,,,,,,,,0,,,,,False,,,,,4302002651
2653,Swisher County Courthouse (1907),Swisher,219,Tulia,"119 S. Maxwell Ave., Tulia TX 79088",,Active Courthouse,County,"1909-present ",1907,1909 Elmer George Withers/1962 Rittenberry & Rittenberry,W. E. Rayner,,0,,False,,False,,,False,False,"Originally designed in a Renaissance Revival style with walls of red brick and details of tan sandstone. The original building had projecting central bays and pedimented entrances. Each bay had pediments and a large finial on the roofline. The base of the structure was rusticated stone. The building was capped by a central octagonal dome. A 1962 remodeling removed all the historic architectural elements and clad the building in brick, significantly altering the character of the building. Two additions were added the same year.","1962 - Clock tower and upper floor removed, wings added to north and south sides.  Dramatically altered by Architects Rittenberry & Rittenberry with Timmons Construction Co. as the contractor.  State financed marker rejected.",,,,,,,,,,,,0,,,,,False,Rittenberry & Rittenberry,"The People's Architecture ",architect's rendering (postcard) 1909 ABT;,"Judge's Office 1907 Windmilling:  Swisher County Texas, Courtroom 1950 ABT Windmilling:  Swisher County Texas",4302002653
